question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
Which ballet company name is visible both on the handwritten label affixed to the pole and on the truck parked nearby while costumes are being moved?,53,16,0.9375,0.2421,15,0,1,1.598,0.12027,0.3468,0.1605,0.6364,0,0
Which of the two black-screen phrases—'She's Like the Wind' or 'Break It Down Now'—appears first in the video?,55,16,0.9375,0.2421,15,0,1,1.8624,0.11796,0.3435,0.4249,0.9098,0,0
"After the operator finishes adjusting the dial so the screen displays his selected value, what task does he later perform on the metal lying on the floor?",131,16,0.9375,0.2421,15,0,1,1.7618,0.11723,0.3424,0.3243,0.5405,0,0
"After the woman pours distilled water from the large jug into the ""All Purpose Spray"" bottle, what household task does she later perform with the white shirt?",113,16,0.9375,0.2421,15,0,1,1.8278,0.11688,0.3419,0.3903,0.8828,0,0
Which brand name is visible both on the cardboard shipping box that Tania presents and later alongside the logo shown during the cyclist’s split-screen stunt sequence?,70,16,0.9375,0.2421,15,0,1,1.6851,0.11634,0.3411,0.2476,0.8333,0,0
"After the video transitions from singles to doubles play, which brand's advertisement is visible on a banner beside the net during the doubles rally?",1,16,0.9375,0.2421,15,0,1,1.4557,0.11526,0.3395,0.0494,0.791,0,0
"After one wrestler lifts and throws his opponent out of the ring, what type of performance is shown next inside the arena?",74,16,0.9375,0.2421,15,0,1,1.6326,0.11415,0.3379,0.1951,0.5821,0,0
"After the man coats the gray car with soapy water, what colour is the sponge he then uses to scrub the car and repeatedly rinse in buckets?",33,16,0.9375,0.2421,15,0,1,1.8429,0.11289,0.336,0.4054,0.704,0,0
Which logo is shown on both the studio graphics beside the female news anchor at the start and on the microphone held by the male reporter on the field later in the video?,53,16,0.9375,0.2421,15,0,1,2.1373,0.11192,0.3345,0.6998,0.9691,0,0
"After the hands finish demonstrating the rotating planetary model and the camera slowly scans the Solar System poster, which iconic motivational poster does the same hand carefully smooth onto the wall immediately afterward?",86,16,0.9375,0.2421,15,0,1,1.5625,0.10854,0.3294,0.125,0.6375,0,0
"When the performer first kneels on the tiled floor and later balances on their side with one leg raised, what color stripes appear on the sleeves of their black tracksuit?",117,16,0.9375,0.2421,15,0,1,1.9766,0.10729,0.3275,0.5391,0.9306,0,0
Among the patriotic posters shown—the 'We Can Do It!' design on the table and the 'I Want You for U.S. Army' design—which one is ultimately taped and smoothed flat against the plain white wall?,50,16,0.9375,0.2421,15,0,1,1.8518,0.10523,0.3244,0.4143,0.7217,0,0
"Which swimming maneuver is first labeled an essential safety skill and later shown with on-screen cues to ""push with your hand, turn your head, twist your shoulders""?",21,16,0.9375,0.2421,15,0,1,2.0135,0.10466,0.3235,0.576,0.9802,0,0
"Who is identified as President during the early shuffleboard scenes at Volcano's Sports Bar & Grill, before the later celebrations of Norwegian champions?",104,16,0.9375,0.2421,15,0,1,1.9407,0.10443,0.3232,0.5032,0.9857,0,0
What color is common to both the horizontal bar the man uses for leg raises early on and the railing he later sits on near the end of the video?,87,16,0.9375,0.2421,15,0,1,2.0094,0.10418,0.3228,0.5719,1.0,0,0
"Which event occurs first in the video: the blue-shirted BMX rider crashing after an attempted jump at the dirt park, or the shirtless biker executing flips off a wooden platform over a lake?",27,16,0.9375,0.2421,15,0,1,1.8992,0.10402,0.3225,0.4617,0.8152,0,0
Which spirit is the first to be measured into the shaker before the bartender later adds peach liqueur and grenadine?,14,16,0.9375,0.2421,15,0,1,2.0128,0.10325,0.3213,0.5753,0.9675,0,0
What device does the individual first place on a chair during setup and later lay beside the mat to display a timer while doing push-ups and planks?,79,16,0.9375,0.2421,15,0,1,1.8581,0.10131,0.3183,0.4206,0.8248,0,0
"After the red boots are removed, leaving only the black boots visible, what object does the person use to apply liquid to the pink cloth before wiping the boot?",71,16,0.9375,0.2421,15,0,1,1.5316,0.10029,0.3167,0.0941,0.5556,0,0
"Prior to the scenes where the man holds a baby while getting his own hair cut with scissors, which powered tool do the barbers use to trim the toddlers’ hair?",99,16,0.9375,0.2421,15,0,1,2.057,0.09963,0.3156,0.6195,0.9756,0,0
"After the kitesurfing segment ends and before windsurfing resumes later, what watercraft is the athlete shown using?",111,16,0.9375,0.2421,15,0,1,1.601,0.09549,0.309,0.1635,0.5433,0,0
What specific career ambition of Iqra is highlighted both by the onscreen captions during her practice scenes and by the reporter in the closing field report?,99,16,0.9375,0.1654,14,2,0,1.8797,0.09541,0.3089,0.4422,0.982,0,0
"After the individual meticulously follows a hand-drawn diagram to lay yellow tape patterns on the pedestrian bridge floor, what activity do later pedestrians perform on those markings?",100,16,0.9375,0.2421,15,0,1,1.9931,0.09296,0.3049,0.5556,0.9275,0,0
"The video features skateboarding inside a blue-and-yellow checkered tunnel, then inside a colorful cylindrical water slide, and later on a snowy half-pipe; in what sequence do these three settings first appear?",102,16,0.9375,0.1654,14,2,0,2.1006,0.0929,0.3048,0.6631,0.9872,0,0
"By how many kilograms does the onscreen-indicated barbell weight increase from the first snatch attempt to the later one labeled ""Snatch 2""?",91,16,0.9375,0.2421,15,0,1,2.0412,0.08988,0.2998,0.6037,0.8679,0,0
"After finishing her playful desk interaction in the dim room while wearing a green shirt, what personal-care activity does the woman demonstrate when she next appears in a yellow T-shirt in the bathroom?",10,16,0.9375,0.2421,15,0,1,1.5109,0.08924,0.2987,0.0734,0.4878,0,0
"After the earlier frisbee fetch clips, which phrase appears on the red background just before the dog begins its weave-pole training with the woman?",101,16,0.9375,0.2421,15,0,1,1.584,0.08605,0.2933,0.1465,0.375,0,0
"After the family poses beside the black pickup truck, what color is the stool that both the adult and, later, the young girl sit on while ice fishing?",87,16,0.9375,0.2421,15,0,1,1.778,0.08274,0.2877,0.3405,0.8077,0,0
"Which piece of fitness equipment, ridden by the group during the workout and later shown in a close-up of its rapidly rotating flywheel, is discussed in the interviews?",133,16,0.9375,0.2421,15,0,1,1.8082,0.07999,0.2828,0.3707,0.6122,0,0
"After the initial black-screen text introduces the Istanbul International Friendship Night, which website address is displayed along the bottom of the screen during the subsequent arm-wrestling matches?",64,16,0.9375,0.2421,15,0,1,1.7071,0.07762,0.2786,0.2696,0.5021,0,0
"After the camera shows hands playing a keyboard labeled “AUDIOT,” which instrument does the person who walks to and opens the door subsequently play?",112,16,0.9375,0.2421,15,0,1,1.5232,0.07754,0.2785,0.0857,0.3077,0,0
"During both the kneeling glute-kickback on the garden patio and the later driveway leg-extension routine, what piece of equipment does the exerciser loop around her feet or ankles to create tension?",81,16,0.9375,0.2421,15,0,1,1.9312,0.07307,0.2703,0.4937,0.8377,0,0
Which action takes place first in the tutorial: the person turning the jeans inside out on the porch or pouring Woolite detergent into the bucket of warm water?,124,16,0.9375,0.2421,15,0,1,2.0608,0.07238,0.269,0.6233,0.7775,0,0
"Following the fifth shot-put attempt that measured 54 feet 5 inches, what distance is displayed for the athlete’s final celebratory throw?",75,16,0.9375,0.2421,15,0,1,1.8367,0.07195,0.2682,0.3992,0.6327,0,0
"After the man finishes carefully peeling a piece of fruit on the couch, which specific pet-related procedure does he resume with the cats?",75,16,0.9375,0.2421,15,0,1,1.6273,0.07159,0.2676,0.1898,0.492,0,0
"After Natasha Fairweather speaks outside the glass-fronted building, what specific exercise activity does she guide when the scene moves indoors?",128,16,0.9375,0.2421,15,0,1,1.6504,0.06638,0.2576,0.2129,0.5464,0,0
"Although the small dog is initially guided into a red canoe at the water’s edge, what color canoe does it later ride in while the group paddles on the river?",125,16,0.9375,0.2421,15,0,1,1.6439,0.0617,0.2484,0.2064,0.4583,0,0
Which tool named in the initial materials list is later dipped into black polish to add small inner dots to the blue nails with white polka dots?,3,16,0.9375,0.2421,15,0,1,1.6256,0.06131,0.2476,0.1881,0.4,0,0
"When the blue-gloved shopper later selects mangoes from the crates, the earlier signs above the same display indicate that these mangoes are from which country?",67,16,0.9375,0.2421,15,0,1,1.5638,0.0613,0.2476,0.1263,0.2352,0,0
"After the man finishes cutting the tree stump, what machine takes over and splits the logs by pushing them against a blade?",33,16,0.9375,0.2421,15,0,1,1.6534,0.06129,0.2476,0.2159,0.5,0,0
What color are the vertical lights that frame the backdrop when the man in a purple shirt addresses the camera and then demonstrates his card trick at the blackjack table?,42,16,0.9375,0.2421,15,0,1,1.4464,0.06091,0.2468,0.0089,0.1429,0,0
"After the person finishes lacing their beige sneakers in the closet, what type of trees does the camera later show lining the outdoor walkway?",115,16,0.9375,0.2421,15,0,1,1.4397,0.05895,0.2428,0.0022,0.0357,0,0
"During the church performance that begins with a guitarist at the podium, a keyboardist in the center, and an upright bass player beside the congas, which instrument is introduced when the fourth musician joins from the right?",63,16,0.9375,0.2421,15,0,1,1.4375,0.05859,0.2421,0.0,0.0,0,0
What color is the handle of the hoe the gardener wields while clearing weeds from the patch of soil covered with white wildflowers beneath the partly dried-leafed tree?,115,16,0.9375,0.2421,15,0,1,1.4375,0.05859,0.2421,0.0,0.0,0,0
Which four harmful elements are marked with red crosses beside the Premium Electronic Cigarette in the comparison charts shown during the advertisement?,62,16,0.9375,0.1654,14,2,0,1.5607,0.05776,0.2403,0.1232,0.4079,0,0
"After the fast-paced rallies on the sandy court, when Assistant Sand Volleyball Coach Jason Borchin speaks to the camera beside the court, what is resting atop his head?",130,16,0.9375,0.2421,15,0,1,1.7462,0.05743,0.2396,0.3087,0.5556,0,0
"After the video scans rows of hanging candy bags and boxed chocolate bars, what type of items does it later showcase neatly organized in woven baskets?",114,16,0.9375,0.1654,14,2,0,1.6573,0.0567,0.2381,0.2198,0.7915,0,0
"Which everyday item is repeatedly used in the video to whiten teeth, polish black shoes, and remove pen ink drawings from a child's hand?",113,16,0.9375,0.1654,14,2,0,2.2068,0.05652,0.2377,0.7693,0.9892,0,0
"After the shopper first browses jackets and tops outside the store window, which specific type of footwear becomes the central item they repeatedly compare on their smartphone with the items displayed on the marble countertop inside the store?",89,16,0.9375,0.1654,14,2,0,1.7644,0.0548,0.2341,0.3269,0.5983,0,0
Which tool does the person use to sweep the scattered debris into a pile in the fitness room before the later vacuuming in the living room?,129,16,0.9375,0.2421,15,0,1,1.6398,0.05411,0.2326,0.2023,0.5625,0,0
"In the video, two distinct gold-colored bottles are highlighted—Martell cognac and Martini Gold. When the bartender finishes pouring and adds a straw to the iced drink, which brand’s bottle is he using?",29,16,0.9375,0.2421,15,0,1,1.5102,0.03949,0.1987,0.0727,0.2941,0,0
"After the static “Student VS. Teacher” sign appears, what competition do the student and teacher engage in inside the cafeteria?",61,16,0.9375,0.2421,15,0,1,1.5213,0.03584,0.1893,0.0838,0.3167,0,0
"After the demonstrator grips a black discus and performs leg warm-up movements inside the marked circle, which limb does later instructional text say should lead the throwing arm to generate power?",88,16,0.9375,0.2421,15,0,1,1.6323,0.03122,0.1767,0.1948,0.5929,0,0
"Across the entire progression from the initial ear cleaning through the subsequent ear piercing, which distinctive pattern consistently appears on the cloth or garment in contact with the woman being treated?",124,16,0.9375,0.1654,14,2,0,2.0875,0.01685,0.1298,0.65,0.8879,0,0
What type and color of vehicle appears during the group’s ride to the river and later sits parked on the grassy hillside overlooking the water?,55,16,0.9062,0.2633,14,1,1,1.7966,0.20494,0.4527,0.3903,0.8633,0,0
What distinctive logo that glows at the very beginning is shown again during the later animation highlighting the surfboard’s design?,18,16,0.9062,0.2633,14,1,1,1.7173,0.16692,0.4086,0.311,0.8547,0,0
"After the artist finishes shading the brown teardrop-shaped form, which object becomes the central subject of the ensuing watercolor demonstrations?",99,16,0.9062,0.2633,14,1,1,1.9236,0.13786,0.3713,0.5174,0.9337,0,0
"After the hand finishes adding a blue signature to the large green canvas, what image does the man reveal when he lifts and turns the canvas?",83,16,0.9062,0.2633,14,1,1,1.6834,0.13301,0.3647,0.2771,0.7,0,0
